Strain	Admin Division	Originating Lab	Submitting Lab	gisaid_epi_isl	url	Country	Region	Host	Submission Date	Location	Clade	Collection Data	Author	Exposure History	genbank_accession
Guangdong/ZS-S6-P0060/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413900		China	Asia	Human	One week ago		B	2020-02-28	Lu et al		
Guangdong/FS-S30-P0052/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413892		China	Asia	Human	One week ago		B	2020-02-28	Lu et al		
China/Shanghai/SH0009	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416322		China	Asia	Human	1-2 days ago		B	2020-01-29	Wang et al		
Hangzhou/ZJU-02/2020	Zhejiang	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	EPI_ISL_416042		China	Asia	Human	1-2 days ago	Hangzhou	B	2020-01-26	Yao et al		
China/Shanghai/SH0065	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416368		China	Asia	Human	1-2 days ago		B	2020-02-05	Wang et al		
Australia/NSW01/2020	New South Wales	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	EPI_ISL_407893		Australia	Oceania	Human	Older	Sydney	B	2020-01-24	Eden et al	Hubei	
Taiwan/3/2020	Taiwan	Taiwan Centers for Disease Control	Taiwan Centers for Disease Control	EPI_ISL_411926		Taiwan	Asia	Human	One month ago	Taipei	B	2020-01-24	Yang et al		
China/Shanghai/SH0043	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416352		China	Asia	Human	1-2 days ago		B	2020-01-30	Wang et al		
China/Shanghai/SH0013	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416326		China	Asia	Human	1-2 days ago		B	2020-01-30	Wang et al		
Guangdong/2020XN4459-P0041/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413858		China	Asia	Human	One week ago		B	2020-01-30	Lu et al		
China/Shanghai/SH0024	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416333		China	Asia	Human	1-2 days ago		B	2020-01-30	Wang et al		
Taiwan/NTU01/2020	Taiwan	Department of Laboratory Medicine, National Taiwan University Hospital	Microbial Genomics Core Lab, National Taiwan University Centers of Genomic and Precision Medicine	EPI_ISL_408489		Taiwan	Asia	Human	Older	Taipei	B	2020-01-31	Yeh et al	Hubei	MT066175
Belgium/GHB-03021/2020	Flanders	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	EPI_ISL_407976		Belgium	Europe	Human	Older	Leuven	B	2020-02-03	Vanmechelen et al	Hubei	
Singapore/14/2020	Singapore	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	EPI_ISL_414380		Singapore	Asia	Human	One week ago	Singapore	B	2020-02-19	Anderson et al		
Guangzhou/GZMU0044/2020	Guangdong	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	EPI_ISL_414689		China	Asia	Human	3-7 days ago	Guangzhou	B	2020-02-25	Zhao et al et al		
Guangdong/GDSZ202015-P0019/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413867		China	Asia	Human	One week ago		B	2020-02-05	Lu et al		
Guangzhou/GZMU0048/2020	Guangdong	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	EPI_ISL_414691		China	Asia	Human	3-7 days ago	Guangzhou	B	2020-02-25	Zhao et al et al		
Chongqing/YC01/2020	Chongqing	Yongchuan District Center for Disease Control and Prevention	Chongqing Municipal Center for Disease Control and Prevention	EPI_ISL_408478		China	Asia	Human	Older	Yongchuan	B1	2020-01-21	Sheng et al		
Guangdong/GD2020086-P0021/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413862		China	Asia	Human	One week ago		B1	2020-02-01	Lu et al		
Guangdong/GD2020234-P0023/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413855		China	Asia	Human	One week ago		B1	2020-02-07	Lu et al		
USA/WA1/2020	Washington	Providence Regional Medical Center	Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_404895		USA	North America	Human	Older	Snohomish County	B1	2020-01-19	Queen et al	Hubei	MN985325
Fujian/8/2020	Fujian	Fujian Center for Disease Control and Prevention	Fujian Center for Disease Control and Prevention	EPI_ISL_411060		China	Asia	Human	Older		B1	2020-01-21	Wei et al		
USA/CT-Yale-005/2020	Connecticut	Connecticut State Department of Public Health	Grubaugh Lab - Yale School of Public Health	EPI_ISL_416419		USA	North America	Human	1-2 days ago		B1	2020-03-09	Fauver et al		
USA/WA-UW38/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416455		USA	North America	Human	1-2 days ago		B1	2020-03-07	Roychoudhury et al		
USA/WA-UW32/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414619		USA	North America	Human	3-7 days ago		B1	2020-03-07	Roychoudhury et al		
USA/CA-CDPH-UC1/2020	Grand Princess	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	EPI_ISL_413557		USA	North America	Human	One month ago	Sonoma County	B1	2020-02-26	Deng et al		
USA/WA-UW19/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414367		USA	North America	Human	One week ago		B1	2020-03-05	Roychoudhury et al		
USA/WA-UW62/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415627		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA-UW50/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415615		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/WA-S11/2020	Washington	Seattle Flu Study	Seattle Flu Study	EPI_ISL_416466		USA	North America	Human	New	King County	B1	2020-03-03	Chu et al et al		
USA/WA-UW85/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416441		USA	North America	Human	1-2 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA-S8/2020	Washington	Seattle Flu Study	Seattle Flu Study	EPI_ISL_416463		USA	North America	Human	New	King County	B1	2020-02-24	Chu et al et al		
USA/WA-UW33/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414620		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/MN3-MDH3/2020	Minnesota	Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	EPI_ISL_414590		USA	North America	Human	One week ago		B1	2020-03-09	Plumb et al	Grand Princess	MT188339
USA/CT-Yale-007/2020	Connecticut	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	EPI_ISL_416421		USA	North America	Human	1-2 days ago		B1	2020-03-13	Fauver et al		
USA/CT-Yale-008/2020	Connecticut	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	EPI_ISL_416422		USA	North America	Human	1-2 days ago		B1	2020-03-13	Fauver et al		
USA/CA-CDPH-UC5/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	EPI_ISL_413922		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/CA-CDPH-UC6/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	EPI_ISL_413924		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/WA-UW80/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416436		USA	North America	Human	1-2 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA-UW66/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415594		USA	North America	Human	3-7 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA-UW46/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415611		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA-UW55/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415620		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
Canada/BC_83163/2020	British Columbia	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	EPI_ISL_415589		Canada	North America	Human	3-7 days ago		B1	2020-03-05	Harrigan et al		
Canada/BC_41851/2020	British Columbia	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	EPI_ISL_415584		Canada	North America	Human	3-7 days ago		B1	2020-03-02	Harrigan et al		
Canada/BC_83109/2020	British Columbia	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	EPI_ISL_415588		Canada	North America	Human	3-7 days ago		B1	2020-03-05	Harrigan et al		
USA/WA-UW43/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415608		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/WA-UW59/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415624		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA-UW44/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415609		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/CA-CDPH-UC7/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	EPI_ISL_413925		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/CA-CDPH-UC8/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	EPI_ISL_413926		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/UC-CDPH-UC11/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco	EPI_ISL_413931		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/CA-CDPH-UC9/2020	Grand Princess	California Department of Public Health	Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center	EPI_ISL_413928		USA	North America	Human	One week ago	San Francisco	B1	2020-03-05	Deng et al		
USA/WA-UW31/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414618		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/WA-UW68/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415596		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA15-UW11/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_413650		USA	North America	Human	One week ago		B1	2020-03-05	Roychoudhury et al		
USA/WA17-UW13/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_413652		USA	North America	Human	One week ago		B1	2020-03-05	Roychoudhury et al		
USA/WA16-UW12/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_413651		USA	North America	Human	One week ago		B1	2020-03-05	Roychoudhury et al		
USA/WA-UW83/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416439		USA	North America	Human	1-2 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA-UW35/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414622		USA	North America	Human	3-7 days ago	Seattle	B1	2020-03-08	Roychoudhury et al		
USA/WA-UW36/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416453		USA	North America	Human	1-2 days ago		B1	2020-03-07	Roychoudhury et al		
USA/WA-UW26/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414595		USA	North America	Human	One week ago	King County	B1	2020-03-05	Roychoudhury et al		
USA/WA-UW74/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415602		USA	North America	Human	3-7 days ago	Seattle	B1	2020-03-10	Roychoudhury et al		
USA/WA-UW42/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415607		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA-UW28/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414597		USA	North America	Human	One week ago	King County	B1	2020-03-04	Roychoudhury et al		
USA/WA-UW30/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_414617		USA	North America	Human	3-7 days ago		B1	2020-03-08	Roychoudhury et al		
USA/WA-UW37/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416454		USA	North America	Human	1-2 days ago		B1	2020-03-06	Roychoudhury et al		
USA/WA-UW84/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416440		USA	North America	Human	1-2 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA-UW72/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_415600		USA	North America	Human	3-7 days ago		B1	2020-03-09	Roychoudhury et al		
USA/WA8-UW5/2020	Washington	Valley Medical Center	University of Washington Virology Lab	EPI_ISL_413486		USA	North America	Human	One month ago		B1	2020-03-01	Roychoudhury et al		
USA/WA-UW79/2020	Washington	UW Virology Lab	UW Virology Lab	EPI_ISL_416435		USA	North America	Human	1-2 days ago		B1	2020-03-10	Roychoudhury et al		
USA/WA9-UW6/2020	Washington	Harborview Medical Center	University of Washington Virology Lab	EPI_ISL_413487		USA	North America	Human	One month ago		B1	2020-03-01	Roychoudhury et al		
USA/WA2/2020	Washington	Washington State Department of Health	Seattle Flu Study	EPI_ISL_412970		USA	North America	Human	One month ago	Snohomish County	B1	2020-02-24	Chu et al		
USA/WA-S7/2020	Washington	Seattle Flu Study	Seattle Flu Study	EPI_ISL_416462		USA	North America	Human	New		B1	2020-02-24	Chu et al et al		
