#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTD1-PRO_0000449619	uniprotkb:P49642	intact:EBI-25475847	intact:EBI-726050	psi-mi:nsp1_wcpv(display_long)	psi-mi:pri1_human(display_long)|uniprotkb:DNA primase 49 kDa subunit(gene name synonym)|uniprotkb:PRIM1(gene name)|psi-mi:PRIM1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490637	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449619	uniprotkb:P09884	intact:EBI-25475847	intact:EBI-850026|uniprotkb:Q86UQ7	psi-mi:nsp1_wcpv(display_long)	psi-mi:dpola_human(display_long)|uniprotkb:POLA(gene name synonym)|uniprotkb:DNA polymerase alpha catalytic subunit p180(gene name synonym)|uniprotkb:POLA1(gene name)|psi-mi:POLA1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490637	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449619	uniprotkb:Q99959	intact:EBI-25475847	intact:EBI-702235|uniprotkb:A0AV37|intact:EBI-2692870|uniprotkb:D3DUW9|uniprotkb:Q99960|uniprotkb:Q4VC01|uniprotkb:B8QFA1|uniprotkb:B8QGS6|uniprotkb:B8QGS7	psi-mi:nsp1_wcpv(display_long)	psi-mi:pkp2_human(display_long)|uniprotkb:PKP2(gene name)|psi-mi:PKP2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490637	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449619	uniprotkb:Q8NBJ5	intact:EBI-25475847	intact:EBI-1057068|uniprotkb:Q8NC64	psi-mi:nsp1_wcpv(display_long)	psi-mi:gt251_human(display_long)|uniprotkb:COLGALT1(gene name)|psi-mi:COLGALT1(display_short)|uniprotkb:"Collagen beta(1-O)galactosyltransferase 1"(gene name synonym)|uniprotkb:GLT25D1(gene name synonym)|uniprotkb:Glycosyltransferase 25 family member 1(gene name synonym)|uniprotkb:Hydroxylysine galactosyltransferase 1(gene name synonym)|uniprotkb:PSEC0241(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490637	intact-miscore:0.35
uniprotkb:O75347	uniprotkb:P0DTC1-PRO_0000449645	intact:EBI-2686341|uniprotkb:B4DT30	intact:EBI-25475882	psi-mi:tbca_human(display_long)|uniprotkb:TCP1-chaperonin cofactor A(gene name synonym)|uniprotkb:Tubulin-folding cofactor A(gene name synonym)|uniprotkb:TBCA(gene name)|psi-mi:TBCA(display_short)	psi-mi:nsp11_wcpv(display_long)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490682	intact-miscore:0.40
uniprotkb:P0DTD1-PRO_0000449628	uniprotkb:Q9HAV7	intact:EBI-25475880	intact:EBI-1043499|uniprotkb:Q549M6|uniprotkb:B2R783	psi-mi:nsp10_wcpv(display_long)	psi-mi:grpe1_human(display_long)|uniprotkb:Mt-GrpE#1(gene name synonym)|uniprotkb:HMGE(gene name synonym)|uniprotkb:GRPEL1(gene name)|psi-mi:GRPEL1(display_short)|uniprotkb:GREPEL1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490661	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449628	uniprotkb:Q96CW1	intact:EBI-25475880	intact:EBI-297683|uniprotkb:D3DNT1|uniprotkb:A6NE12|uniprotkb:P20172|uniprotkb:P53679	psi-mi:nsp10_wcpv(display_long)	psi-mi:ap2m1_human(display_long)|uniprotkb:Clathrin assembly protein complex 2 mu medium chain(gene name synonym)|uniprotkb:Adaptor-related protein complex 2 subunit mu(gene name synonym)|uniprotkb:Adaptor protein complex AP-2 subunit mu(gene name synonym)|uniprotkb:AP-2 mu chain(gene name synonym)|uniprotkb:AP2M1(gene name)|psi-mi:AP2M1(display_short)|uniprotkb:CLAPM1(gene name synonym)|uniprotkb:KIAA0109(gene name synonym)|uniprotkb:Adaptin-mu2(gene name synonym)|uniprotkb:Plasma membrane adaptor AP-2 50 kDa protein(gene name synonym)|uniprotkb:HA2 50 kDa subunit(gene name synonym)|uniprotkb:Clathrin coat assembly protein AP50(gene name synonym)|uniprotkb:Clathrin coat-associated protein AP50(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490661	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449628	uniprotkb:Q969X5	intact:EBI-25475880	intact:EBI-781527|uniprotkb:Q9H0L0|uniprotkb:Q9H2J2|uniprotkb:Q9ULN9	psi-mi:nsp10_wcpv(display_long)	psi-mi:ergi1_human(display_long)|uniprotkb:ERGIC32(gene name synonym)|uniprotkb:ER-Golgi intermediate compartment 32 kDa protein(gene name synonym)|uniprotkb:ERGIC1(gene name)|psi-mi:ERGIC1(display_short)|uniprotkb:KIAA1181(gene name synonym)|uniprotkb:HT034(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490661	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449628	uniprotkb:P55789	intact:EBI-25475880	intact:EBI-718281|intact:EBI-6137916|uniprotkb:Q53YM6|uniprotkb:Q8TAH6|uniprotkb:Q9H290|uniprotkb:Q9UK40	psi-mi:nsp10_wcpv(display_long)	psi-mi:alr_human(display_long)|uniprotkb:Augmenter of liver regeneration(gene name synonym)|uniprotkb:GFER(gene name)|psi-mi:GFER(display_short)|uniprotkb:ALR(gene name synonym)|uniprotkb:HERV1(gene name synonym)|uniprotkb:HPO(gene name synonym)|uniprotkb:Hepatopoietin(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490661	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449628	uniprotkb:O94973	intact:EBI-25475880	intact:EBI-1642835|uniprotkb:O75403|uniprotkb:Q96SI8|uniprotkb:Q53ET1	psi-mi:nsp10_wcpv(display_long)	psi-mi:ap2a2_human(display_long)|uniprotkb:AP2A2(gene name)|psi-mi:AP2A2(display_short)|uniprotkb:ADTAB(gene name synonym)|uniprotkb:CLAPA2(gene name synonym)|uniprotkb:HYPJ(gene name synonym)|uniprotkb:KIAA0899(gene name synonym)|uniprotkb:Clathrin assembly protein complex 2 alpha-C large chain(gene name synonym)|uniprotkb:Adaptor protein complex AP-2 subunit alpha-2(gene name synonym)|uniprotkb:Alpha2-adaptin(gene name synonym)|uniprotkb:Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit(gene name synonym)|uniprotkb:Alpha-adaptin C(gene name synonym)|uniprotkb:100 kDa coated vesicle protein C(gene name synonym)|uniprotkb:Huntingtin-interacting protein J(gene name synonym)|uniprotkb:Huntingtin yeast partner J(gene name synonym)|uniprotkb:HIP9(gene name synonym)|uniprotkb:Huntingtin-interacting protein 9(gene name synonym)|uniprotkb:Adaptor-related protein complex 2 subunit alpha-2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490661	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q9HAU0	intact:EBI-25475885	intact:EBI-945934|uniprotkb:E9PHQ3|uniprotkb:Q6NSF8|uniprotkb:B4DGS1|uniprotkb:F5H0I0|uniprotkb:Q86ST7|uniprotkb:A0JP03|uniprotkb:Q8N3K6|uniprotkb:Q96DY9|uniprotkb:Q9BVR4|uniprotkb:Q9C0H7|uniprotkb:Q9H924|uniprotkb:Q9NVK8	psi-mi:nsp12_wcpv(display_long)	psi-mi:pkha5_human(display_long)|uniprotkb:Phosphoinositol 3-phosphate-binding protein 2(gene name synonym)|uniprotkb:PLEKHA5(gene name)|psi-mi:PLEKHA5(display_short)|uniprotkb:KIAA1686(gene name synonym)|uniprotkb:PEPP2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q9H2H8	intact:EBI-25475885	intact:EBI-751051|uniprotkb:Q86WF9|uniprotkb:Q96IA9|uniprotkb:Q9BXZ1	psi-mi:nsp12_wcpv(display_long)	psi-mi:ppil3_human(display_long)|uniprotkb:Rotamase PPIL3(gene name synonym)|uniprotkb:Cyclophilin-like protein PPIL3(gene name synonym)|uniprotkb:Cyclophilin J(gene name synonym)|uniprotkb:PPIL3(gene name)|psi-mi:PPIL3(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q99081	intact:EBI-25475885	intact:EBI-722877|uniprotkb:B4E1W1|uniprotkb:Q7Z3D9|uniprotkb:Q86TC1|uniprotkb:Q86VM2	psi-mi:nsp12_wcpv(display_long)	psi-mi:htf4_human(display_long)|uniprotkb:BHLHB20(gene name synonym)|uniprotkb:Class B basic helix-loop-helix protein 20(gene name synonym)|uniprotkb:Transcription factor HTF-4(gene name synonym)|uniprotkb:E-box-binding protein(gene name synonym)|uniprotkb:DNA-binding protein HTF4(gene name synonym)|uniprotkb:TCF12(gene name)|psi-mi:TCF12(display_short)|uniprotkb:HEB(gene name synonym)|uniprotkb:HTF4(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q96IZ5	intact:EBI-25475885	intact:EBI-740773|uniprotkb:Q5JSN7|uniprotkb:Q5JSN8|uniprotkb:Q9H8F7|uniprotkb:Q9NV04	psi-mi:nsp12_wcpv(display_long)	psi-mi:rbm41_human(display_long)|uniprotkb:RNA-binding motif protein 41(gene name synonym)|uniprotkb:RBM41(gene name)|psi-mi:RBM41(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q92615	intact:EBI-25475885	intact:EBI-1052558|uniprotkb:A7MD20|uniprotkb:Q5T3R3|uniprotkb:Q5T3R4|uniprotkb:Q5T3R5|uniprotkb:Q68CY4	psi-mi:nsp12_wcpv(display_long)	psi-mi:lar4b_human(display_long)|uniprotkb:LARP5(gene name synonym)|uniprotkb:La-related protein 5(gene name synonym)|uniprotkb:KIAA0217(gene name synonym)|uniprotkb:La ribonucleoprotein domain family member 4B(gene name synonym)|uniprotkb:La ribonucleoprotein domain family member 5(gene name synonym)|uniprotkb:LARP4B(gene name)|psi-mi:LARP4B(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q8IWR0	intact:EBI-25475885	intact:EBI-724271|uniprotkb:Q9NPE9|uniprotkb:D3DUG5	psi-mi:nsp12_wcpv(display_long)	psi-mi:z3h7a_human(display_long)|uniprotkb:ZC3H7A(gene name)|psi-mi:ZC3H7A(display_short)|uniprotkb:ZC3H7(gene name synonym)|uniprotkb:ZC3HDC7(gene name synonym)|uniprotkb:HSPC055(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q70EL1	intact:EBI-25475885	intact:EBI-946185|intact:EBI-2798236|uniprotkb:B9ZVM1|uniprotkb:A1L4Q4|uniprotkb:A3KFK3|uniprotkb:A3KFK5|uniprotkb:A3KFK6|uniprotkb:A3KFK7|uniprotkb:A6PVS4|uniprotkb:A6PVS5|uniprotkb:A6PVS6|uniprotkb:A6PVS7|uniprotkb:B3KVY1|uniprotkb:Q5F2F4|uniprotkb:Q6ZSP1|uniprotkb:Q6ZSR1|uniprotkb:Q6ZTM0|uniprotkb:Q8N1X2|uniprotkb:Q6P1N6	psi-mi:nsp12_wcpv(display_long)	psi-mi:ubp54_human(display_long)|uniprotkb:C10orf29(gene name synonym)|uniprotkb:Inactive ubiquitin-specific peptidase 54(gene name synonym)|uniprotkb:USP54(gene name)|psi-mi:USP54(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q6UUV7	intact:EBI-25475885	intact:EBI-3453588|uniprotkb:Q9H6U2|uniprotkb:Q6DK61|uniprotkb:Q6DK62|uniprotkb:Q8NF38	psi-mi:nsp12_wcpv(display_long)	psi-mi:crtc3_human(display_long)|uniprotkb:CRTC3(gene name)|psi-mi:CRTC3(display_short)|uniprotkb:TORC3(gene name synonym)|uniprotkb:Transducer of regulated cAMP response element-binding protein 3(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q5VUA4	intact:EBI-25475885	intact:EBI-2849257|uniprotkb:Q8NEM6|uniprotkb:Q9UNU8|uniprotkb:Q4G0E4|uniprotkb:O94796|uniprotkb:Q9Y2W9	psi-mi:nsp12_wcpv(display_long)	psi-mi:zn318_human(display_long)|uniprotkb:ZNF318(gene name)|psi-mi:ZNF318(display_short)|uniprotkb:Endocrine regulatory protein(gene name synonym)|uniprotkb:HRIHFB2436(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q5T6F2	intact:EBI-25475885	intact:EBI-2514383|uniprotkb:Q5JV03|uniprotkb:Q9P237|uniprotkb:Q8NC94|uniprotkb:Q6PK34|uniprotkb:Q2M2R4	psi-mi:nsp12_wcpv(display_long)	psi-mi:ubap2_human(display_long)|uniprotkb:UBAP2(gene name)|psi-mi:UBAP2(display_short)|uniprotkb:KIAA1491(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q5JSZ5	intact:EBI-25475885	intact:EBI-744891|uniprotkb:Q66VZ2|uniprotkb:Q9H683|uniprotkb:Q5JSZ7|uniprotkb:O60270|intact:EBI-2512629|intact:EBI-947989|uniprotkb:Q68CR0|intact:EBI-2559356|uniprotkb:Q96EI9	psi-mi:nsp12_wcpv(display_long)	psi-mi:prc2b_human(display_long)|uniprotkb:HLA-B-associated transcript 2-like 1(gene name synonym)|uniprotkb:KIAA0515(gene name synonym)|uniprotkb:BAT2L(gene name synonym)|uniprotkb:BAT2L1(gene name synonym)|uniprotkb:Proline-rich coiled-coil protein 2B(gene name synonym)|uniprotkb:PRRC2B(gene name)|psi-mi:PRRC2B(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q5EBL8	intact:EBI-25475885	intact:EBI-1644207|uniprotkb:Q6UWE1|uniprotkb:Q9P0Q1|uniprotkb:D3DVU3	psi-mi:nsp12_wcpv(display_long)	psi-mi:pdz11_human(display_long)|uniprotkb:PDZD11(gene name)|psi-mi:PDZD11(display_short)|uniprotkb:PDZK11(gene name synonym)|uniprotkb:AIPP1(gene name synonym)|uniprotkb:ATPase-interacting PDZ protein(gene name synonym)|uniprotkb:PISP(gene name synonym)|uniprotkb:Plasma membrane calcium ATPase-interacting single-PDZ protein(gene name synonym)|uniprotkb:HSPC227(orf name)|uniprotkb:UNQ6486/PRO21335(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q2T9J0	intact:EBI-25475885	intact:EBI-2510623|uniprotkb:Q8N6H2|uniprotkb:Q5SQU1|uniprotkb:Q96AR5|uniprotkb:Q5SQT4	psi-mi:nsp12_wcpv(display_long)	psi-mi:tysd1_human(display_long)|uniprotkb:TYSND1(gene name)|psi-mi:TYSND1(display_short)|uniprotkb:Trypsin domain-containing protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q14157	intact:EBI-25475885	intact:EBI-347762|uniprotkb:Q9UGL4|uniprotkb:Q5VU75|uniprotkb:Q5VU76|uniprotkb:Q9BTU3|uniprotkb:Q9UGL2|uniprotkb:Q9UGL3|uniprotkb:Q9UGL5|uniprotkb:B4E0U8	psi-mi:nsp12_wcpv(display_long)	psi-mi:ubp2l_human(display_long)|uniprotkb:NICE4(gene name synonym)|uniprotkb:UBAP2L(gene name)|psi-mi:UBAP2L(display_short)|uniprotkb:Protein NICE-4(gene name synonym)|uniprotkb:KIAA0144(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:Q13546	intact:EBI-25475885	intact:EBI-358507|dip:DIP-433N|uniprotkb:A0AV89|uniprotkb:B2RAG1|uniprotkb:B4E3F9|uniprotkb:Q59H33|uniprotkb:Q13180	psi-mi:nsp12_wcpv(display_long)	psi-mi:ripk1_human(display_long)|uniprotkb:Cell death protein RIP(gene name synonym)|uniprotkb:RIP1(gene name synonym)|uniprotkb:Receptor-interacting protein 1(gene name synonym)|uniprotkb:RIPK1(gene name)|psi-mi:RIPK1(display_short)|uniprotkb:RIP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:O95391	intact:EBI-25475885	intact:EBI-750559|uniprotkb:D3DQK2|uniprotkb:Q3LUJ0|uniprotkb:Q3LUJ1|uniprotkb:Q6RXQ5|uniprotkb:Q96FM9	psi-mi:nsp12_wcpv(display_long)	psi-mi:slu7_human(display_long)|uniprotkb:SLU7(gene name)|psi-mi:SLU7(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:O75592	intact:EBI-25475885	intact:EBI-1043774|uniprotkb:Q5JSX8|uniprotkb:Q5VZN6|uniprotkb:Q6PIB6|uniprotkb:Q9UQ11|uniprotkb:Q9Y6E4|uniprotkb:A6NJC6	psi-mi:nsp12_wcpv(display_long)	psi-mi:mycb2_human(display_long)|uniprotkb:MYCBP2(gene name)|psi-mi:MYCBP2(display_short)|uniprotkb:KIAA0916(gene name synonym)|uniprotkb:PAM(gene name synonym)|uniprotkb:Myc-binding protein 2(gene name synonym)|uniprotkb:Protein associated with Myc(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:O43823	intact:EBI-25475885	intact:EBI-1237481	psi-mi:nsp12_wcpv(display_long)	psi-mi:akap8_human(display_long)|uniprotkb:A-kinase anchor protein 95 kDa(gene name synonym)|uniprotkb:AKAP8(gene name)|psi-mi:AKAP8(display_short)|uniprotkb:AKAP95(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449629	uniprotkb:O14874	intact:EBI-25475885	intact:EBI-1046765|intact:EBI-1210327|uniprotkb:A8MY43|uniprotkb:Q96G95|uniprotkb:Q96IN5|uniprotkb:Q6FGL4	psi-mi:nsp12_wcpv(display_long)	psi-mi:bckd_human(display_long)|uniprotkb:Branched-chain alpha-ketoacid dehydrogenase kinase(gene name synonym)|uniprotkb:BCKDK(gene name)|psi-mi:BCKDK(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490691	intact-miscore:0.35
